sample_id,Albany_sampleID,unknown RT 4.081766,unknown RT 4.148561,unknown RT 5.261918,unknown RT 5.349937,unknown RT 5.462593,"1,2-Propanediol, 2TMS derivative RT5.872253","Propanoic acid, 2-(methoxyimino)- RT6.55182",unknown RT 7.034156,unknown RT 7.600111,"2-Hydroxybutyric acid, 2TMS derivative RT7.639387",unknown RT 7.826556,Methylphenol RT8.024749,L-Leucine RT8.057321,"3-Hydroxybutyric acid, 2TMS derivative RT8.103591",C4H9NO2 RT8.262165_2-Aminobutyric acid 2TMS,3-hydroxyisovaleric acid 2TMS RT8.767878,2-Ketoisocaproic acid mo-tms RT8.802217,"L-Valine, 2TMS derivative RT8.840117",unknown RT 9.376246,"L-Serine, 2TMS derivative RT9.393601",unknown RT 9.514184,Phosphoric acid RT9.570223,"Glycerol, 3TMS derivative RT9.590666","L-Isoleucine, 2TMS derivative RT9.853387","L-Proline, 2TMS derivative RT9.926992","Glycine, 3TMS derivative RT10.031162","2,3-Dihydroxybutanoic acid, tris(trimethylsilyl)- RT10.455827",unknown RT 10.88902,"L-Threonine, 3TMS derivative RT10.986218",Sugar RT11.180625,unknown RT 11.284935,unknown RT 11.546791,unknown RT 11.638228,unknown RT 11.786329,"Aspartic acid, 3TMS derivative RT11.991212",unknown RT 12.201671,unknown RT 12.281912,Sugar RT12.311732,Sugar RT12.405521,Salicylic acid,"L-Methionine, 2TMS derivative RT12.546672",L-Pyroglutamic acid RT12.572016,Iminodiacetic acid RT12.666785,unknown RT 12.819965,unknown RT 12.857088,"Creatinine, 3TMS Derivative RT12.941566","L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester RT12.967171",unknown RT 13.237562,unknown RT 13.449509,"L-Glutamic acid, 3TMS derivative RT13.628483","Phenylalanine, 2TMS derivative RT13.727813","Hydroxybenzeneacetic acid, 2TMS derivative RT13.857543",unknown RT 14.104802,unknown RT 14.193323,unknown RT 14.212299,unknown RT 14.46665,Sugar RT14.499155,"Indol-5-ol, 2TMS derivative RT14.572634",unknown RT 14.608491,Sugar RT14.65062,"Quinolinic acid, bis(trimethylsilyl) ester RT14.717184",Sugar RT14.882448,"L-Glutamine, 3TMS derivative RT15.188844","Phosphorylethanolamine, 4TMS derivative RT15.271004",Sugar RT15.498817,"Hypoxanthine, 2TMS RT15.51998 ",unknown RT 15.67915,Sugar RT15.948677,unknown RT 15.972121,unknown RT 16.00869,Sugar RT16.115755,Sugar RT16.206201,Sugar RT16.252331,Sugar RT16.3187,unknown RT 16.414903,unknown RT 16.503116,Sugar RT16.542108,"L-Lysine, N2,N6,N6-tris(trimethylsilyl)-, trimethylsilyl ester RT16.60669",Sugar RT16.657726,unknown RT 16.698449,unknown RT 16.720675,"Tyrosine, 3TMS derivative RT16.755616",unknown RT 16.881142,Sugar RT16.902669,unknown RT 16.995233,Sugar RT17.084061,unknown RT 17.119627,unknown RT 17.204747,Sugar acid RT17.285215,Sugar RT17.51909,"Palmitic Acid, TMS derivative RT17.715581",Sugar RT17.885434,unknown RT 17.919809,unknown RT 17.941004,unknown RT 18.033807,Inositol RT18.082993,"Naproxen, TMS derivative RT18.090047",Uric acid RT18.13225,unknown RT 18.410997,unknown RT 18.478476,unknown RT 18.560954,L-Kynurenine RT18.688449,unknown RT 18.973435,"Tryptophan, 3TMS derivative RT19.033344",unknown RT 19.156262,Sugar RT19.222404,"Stearic acid, TMS derivative RT19.342316",Pseudo uridine penta-tms RT19.994184,Sugar RT22.861927,Cholesterol derivative RT25.501888,Sugar RT28.077994,Xylonic Acid Total,Gluconic Acid,Mevalonic acid,Glyceric Acid,Butyric Acid,"2,3-dihydroxyisovaleric Acid",2-hydroxy-3-methylbutryic acid,Pyruvic and Oxaloacetic Acids,Glucosamine 1P,Galactose 1P,Glycerol 3P,Glucose 1P and Mannose 1P,Succinic Acid Total,Malic Acid,Cyclic AMP,Citraconic and Itaconic Acids,Glucose 6P,Erythrose 4P,Fructose 6P,Mannose 6P,Fumaric Acid,Sedoheptulose 7P,AMP Total,6P Gluconic Acid,3-Deoxy-2-keto-6P-gluconic Acid,2P Glyceric and 3P Glyceric Acids,2-methylcitric Acid,Citric Acid,Isocitric Acid,Cis-Aconitic Acid,Phosphoenolpyruvic Acid,Trans-Aconitic Acid,ADP Total,"Fructose 1,6-bisP",GMP Total,"2,3-diP-glyceric Acid Total",ATP Total,GDP Total,GTP Total
25,C25,22.66829868,21.82686667,23.36603518,26.29929026,18.73089208,22.51045838,21.66385731,21.63151198,19.60559011,21.68546801,26.54174421,19.76467115,19.48454478,21.87386011,21.36065907,18.50745251,18.53858088,25.55894797,20.62786828,21.07794484,20.83759758,28.24477256,22.16984121,24.0258711,21.64605099,25.10059536,18.47693248,14.76581165,22.56862404,18.13093582,16.82645185,17.03323897,19.74102645,21.06251021,20.11302182,19.38523472,19.04960098,17.63830217,19.7041355,16.85679841,20.84720338,23.44770999,20.70528994,13.34266634,20.22938774,18.13500639,18.30775127,21.40187769,19.61242427,22.46044737,22.85409172,17.71497664,14.94106486,15.61940034,17.71763827,19.69887945,18.56431572,17.73690478,18.60823068,19.40982947,14.01676451,17.59444521,23.31258694,17.44157836,21.79073508,17.42804341,14.21435943,24.04960849,22.48174871,16.47175047,22.4463989,22.12545394,23.18684262,28.03581624,20.01568444,21.71970009,26.83224292,23.89624601,17.18248528,19.13768509,17.45085811,23.37325745,16.85773435,22.61958449,15.28676034,28.80578647,17.51353266,19.95045079,17.26127755,24.7625268,21.37408958,18.27202145,18.3609749,15.26899683,15.16280371,21.86606055,17.19187463,22.1908104,17.65568314,18.06889116,19.25941442,15.46596891,18.08483966,20.23918084,15.4870648,18.95058615,19.62513646,18.95020063,19.14920091,16.71301419,17.00393553,17.5878361,18.23724731,12.64160022,17.44960006,17.68688347,11.86108691,19.35164669,17.27866724,11.92925841,11.86495992,15.61252298,12.82575383,18.48148412,18.39204904,12.65060302,14.95673915,14.05324713,10.37721053,12.56510208,12.71639079,13.56271943,12.64160022,16.22128502,12.91064273,9.283088353,16.7986743,16.62399577,23.28206582,19.56010889,15.04046097,12.69479315,12.7077905,17.666224,8.787902559,14.35810171,14.97028568,15.96803674,14.97028568,12.29634268
26,C26,22.1333733,22.04009068,22.9581807,26.47146836,15.80059743,22.441262,21.92692775,22.28487099,18.67971658,24.3819067,26.97075687,19.39784389,20.28202664,25.6426426,23.0615022,19.03148787,18.85719053,26.16251983,20.62309518,21.90710033,21.17281628,29.0230372,23.53625622,24.22229681,22.25097937,25.61641121,16.45737377,14.63698827,22.7817271,19.2268659,15.97081052,16.72608585,18.93121695,21.4623455,21.23285076,19.55267583,20.61546075,17.22904914,20.35363891,13.5056277,21.39991393,23.72039593,20.60913665,12.86258355,21.81817207,18.90610811,18.46190041,21.7336018,21.08747816,21.63322979,22.88910049,14.43920385,14.83743142,15.47542359,19.05494406,19.23192582,17.87044081,13.3365,19.1476789,19.06829741,14.10645905,17.3649773,23.43295038,17.37376056,23.28075348,18.45459961,14.14890346,21.18459112,22.67308541,16.56492803,21.97979494,21.44277155,23.87355445,30.37824141,20.0087535,21.63265866,28.22580175,23.76466664,16.79578043,18.02865796,17.11250039,23.41762401,16.24516329,24.34500555,15.39852371,31.08170547,16.02433358,21.88342335,18.05234701,26.04588877,22.12897396,21.24207624,19.46937185,16.0659044,16.52752666,23.78726593,16.76467826,22.74407473,18.03339627,18.63803381,19.36924914,14.89939383,18.7078463,19.66471035,15.5133638,19.03125884,19.17846189,18.96117075,17.90323883,14.5921,16.86010388,16.60819706,17.72733552,13.4252159,17.0101784,21.83845916,10.99435344,20.49716575,17.48148412,10.34429591,11.65731845,15.53867395,12.07012094,20.28771238,18.80813463,12.38262403,13.73131903,14.544723,10.54109662,13.94763694,14.17523765,13.33035672,12.89368074,16.49716575,12.28193003,8.87036472,16.9199806,13.37177664,23.25349666,19.62934239,15.33385416,12.72706956,12.9854862,17.82997043,10.6617781,14.64385619,16.23444324,15.76538971,15.27321281,12.01192607
27,C27,20.98939706,21.71474004,23.68906969,27.9251892,14.42740366,22.48587764,21.6042733,21.46943272,19.70282341,20.95793894,25.36161035,21.02563329,19.13782818,20.37826997,20.32400022,19.77742866,15.12910546,24.95389886,20.09715189,20.46076391,20.32411635,28.91453107,20.97274948,21.9064275,20.97260291,22.9712388,18.3698636,15.71433988,19.99183993,19.67180564,18.75750414,17.59571839,18.93157544,20.33054806,20.53866295,18.75491332,20.23208979,20.4947115,23.26686645,13.48286964,19.53354457,24.44523484,20.66283037,16.8356904,20.66260564,20.42299646,20.55449801,21.97225222,19.77035368,20.62006008,22.92577043,22.14855782,19.20722595,15.06338569,17.46448873,18.22614994,22.67240557,22.96874742,17.76818548,21.91282102,19.25707904,21.69980547,20.52295453,17.15237177,23.54300448,18.48593655,13.93282509,23.770657,19.13260375,18.74969874,19.35199641,19.03411866,22.96703718,29.66281506,19.43685026,21.13864227,26.41059561,21.65645796,21.09322235,22.32952618,19.76539166,22.4511088,15.29519973,22.42381324,18.92822909,30.52569821,18.55210392,20.3612319,19.86402017,24.34851099,21.31208582,19.63116432,19.29599323,14.94406079,15.46276655,22.57762744,14.2054957,23.36640382,17.75954081,18.72207534,19.28068867,17.50336891,17.76408335,17.09698014,17.11795194,19.5494824,19.84242794,21.82948864,22.13748319,17.68704032,14.1261973,19.20179848,18.98537501,13.84352853,16.747144,20.96719248,13.15006458,17.9199806,16.95446897,11.6617781,12.14529533,15.55074679,11.76487159,19.07430874,17.93732784,12.87459719,13.33035672,13.97477307,10.39874369,13.28771238,13.56271943,12.77930897,12.67286728,15.59222342,11.80574387,6.394033895,16.09093942,17.44960006,21.70556489,19.29445921,15.55374927,12.99788513,14.32333629,16.70725127,9.47370575,13.4252159,12.44863257,14.52649924,14.0101784,10.93663794
28,C28,21.07216406,21.5012619,23.00680042,26.32682357,18.79172315,22.34165347,22.08609853,22.10862066,18.62279375,22.96385885,26.59858746,15.14146564,20.06868621,20.14587519,22.56080279,18.65014853,17.84627497,25.66231717,20.11264219,21.3953228,20.49911553,28.01202184,22.12730642,23.18638409,21.5407053,24.61588092,16.02343974,14.43980179,21.44635497,19.18454973,15.45793984,16.10482386,19.3076142,21.10494037,21.52018802,18.09437169,20.78868598,16.81541272,20.03433115,19.02541616,20.60932966,23.38157066,20.50796247,13.09284301,21.53496579,18.99659705,18.49036743,21.93924916,20.80008989,21.10867202,22.11914572,15.65152881,14.34616763,14.80464502,18.71566949,18.93414469,17.39429045,13.89758514,19.08892064,18.83055515,14.16254062,18.1544204,19.8652141,13.70177196,23.55864133,18.21978916,12.95816672,20.62803218,22.94541823,12.00373483,19.24102765,18.88564438,23.85873332,29.5970829,19.31070848,20.93969595,27.18367059,23.45103659,19.80853836,18.54988622,13.45365397,22.54351562,15.01776621,23.2224493,16.21011038,30.33769373,19.52743425,20.86615052,17.48071709,25.18250637,21.74384134,20.69546786,19.15923791,15.47630687,16.29246499,23.5300231,13.17846037,21.85318616,17.82884582,17.93606827,19.30412831,15.38733404,18.59842142,20.18882002,15.42102787,19.0437571,19.58872603,18.71865789,14.46183319,16.59391478,16.60964107,17.17523765,18.19460298,13.08679969,17.44151772,21.89504269,12.03273453,20.3321065,18.86060205,12.98013958,12.62570884,16.15955603,12.44604941,20.75531793,19.56383678,13.37177664,14.41864325,14.72600523,10.78953364,13.55074679,14.29490788,14.53259944,13.50183718,17.2511865,12.34429591,9.556506055,17.31451244,16.26590801,23.296141,19.92143419,15.85574448,13.73131903,13.11471839,18.47357892,10.28771238,15.08264804,14.87747587,16.38532318,15.67727919,12.46658634
29,C29,20.11364112,21.28338639,23.07328307,25.7743378,16.75466885,22.39717456,21.82595499,21.20744401,18.10784561,22.80342279,26.71794359,19.07582219,18.91353937,23.84644689,22.11009753,18.04735563,17.640323,24.69147498,21.02769637,20.99446175,20.71168345,27.30197923,21.12787878,21.96723538,21.865437,25.20141894,14.03051236,14.02066527,20.94084563,17.64585234,15.61572651,17.04743319,17.74900607,21.27001947,20.30234089,18.95274402,18.7730122,16.23174178,20.23918028,13.86405832,20.57828748,23.69728029,20.99627972,12.76396932,19.86623133,17.33644189,17.05457101,21.47905739,18.99104819,20.77352393,22.63507543,14.70552569,14.41516272,14.6748462,17.75415033,19.24389954,17.37263659,14.66882039,17.5786342,18.63070573,14.37840432,17.92087265,22.72140505,12.40304358,23.36410122,18.13755411,14.02627313,20.64710886,22.06853034,14.10754938,20.46364546,19.37385133,24.30123758,29.14125839,19.42686634,21.04805385,27.41949907,22.03048053,15.85881401,17.99723168,15.95643303,21.55239588,16.14444833,23.18525509,15.21704318,29.92455935,19.95561405,20.77893759,15.27281165,25.18051548,13.53941248,19.97209321,18.64051771,14.94388413,15.374572,23.23471685,12.61655723,21.30877585,18.12076892,18.40325333,19.63822169,16.83351695,17.64169345,18.65560432,15.38949717,17.70693009,19.0900137,18.70559713,17.2867166,15.7238,15.99436598,16.56718368,16.747144,13.20151134,16.84842733,21.68859182,11.666224,20.2649923,17.58049413,12.03273453,11.27612441,14.41864325,10.78953364,20.6800298,17.72733552,11.78135971,14.19844504,13.60964047,9.807354922,12.51422091,13.01367161,12.92184094,12.33035672,15.61539974,11.91811785,7.554588852,16.15363119,14.53259944,22.84230123,20.02917937,16.33035672,12.17367714,12.90312868,17.19460298,9.768184325,13.90124403,14.59222342,15.28410113,14.44475609,11.09671515
30,C30,22.07755609,22.15893839,23.37165378,26.72003451,18.35090854,22.40086272,22.0988267,22.33728971,20.01137421,23.36089333,26.5364631,21.6074731,20.1397994,24.33170818,22.27861816,19.21869388,18.38373055,25.99708195,20.79113025,20.96346418,21.31697366,29.08855975,22.37097334,23.83729551,21.02318644,25.17387942,16.79738316,14.66667321,21.17288028,18.13516624,16.69955809,17.753025,20.15788439,20.18266729,14.53206096,19.29278902,13.87580463,18.11385774,20.78799146,12.37478522,20.75602878,23.65722552,20.86514319,14.20715319,14.71273141,17.84404488,19.71991781,17.89620375,14.40397281,22.26470618,22.80445702,14.87132026,15.47411411,15.2878265,12.43038379,19.7512942,17.80963096,17.49644718,12.8635949,19.94321208,15.9078605,18.22419568,23.59866164,19.17116392,17.03159426,18.61913433,14.26727397,24.07654894,21.96872385,17.00927251,22.5629345,22.20798621,24.41467989,23.5062294,20.06040924,21.84543523,27.82780624,22.61257279,20.7338738,20.29308501,19.31420171,22.62254123,17.52666437,23.78706025,17.92727923,24.69662823,14.91077593,20.68335452,19.64349285,25.78068009,22.00425228,13.43382849,13.2752146,16.09688438,15.53524982,25.27453508,15.11514403,25.3701684,15.64859523,18.60995434,19.69667005,16.78729146,18.89053865,19.7344057,15.55218787,13.47929092,20.02976621,19.86382143,19.23520135,17.10760016,18.69450009,18.80498807,19.54321311,13.48934624,18.10533564,17.88464752,12.67286728,19.93156857,17.5951409,12.2227949,10.01658643,15.80876312,13.77313921,18.94019887,19.15560884,13.45121111,14.60385812,15.32333629,10.60733031,13.95673915,13.63254088,13.67727919,13.77313921,17.31451244,13.5980525,9.211888295,18.0101784,15.4767462,23.14724717,19.71397713,15.64948074,13.25266543,13.4767462,19.26728048,10.98726401,15.30919211,14.35121532,17.2511865,16.34775976,13.65508345
31,C31,21.67791016,21.87408616,23.52906383,26.86909144,18.52640761,21.74215178,22.98171254,21.46011914,20.17029555,22.34567093,25.90009147,20.73184584,18.98199574,19.29724622,22.32342968,18.40951125,17.83575655,24.84357662,20.77486562,21.40843071,21.42482745,27.13905926,22.77837105,23.31583843,23.04972365,26.48908926,17.6273295,14.78180548,22.90118902,19.03224078,17.85614207,18.03382853,18.57724059,19.9255856,18.92705125,19.77174992,14.46425005,18.55224999,21.71973389,13.15591785,22.28581362,23.9500887,20.99574948,14.51193537,14.82383579,18.98099519,18.4845877,19.94303102,15.19145592,22.21171484,23.88862352,15.34581638,17.08304489,18.19522858,15.21706132,20.00168304,20.79647771,19.30647708,15.47203645,20.90473483,17.54767953,19.16459644,24.5810116,17.60939753,19.10239616,18.2231881,14.15324243,22.808795,22.54737453,19.54023635,22.72781092,22.36033141,23.71357657,25.52242547,20.02810349,21.85667369,27.59351357,24.72063801,24.50076359,20.59157106,19.43824833,24.22068938,17.36355258,23.52630031,12.65859016,26.53449445,15.61597631,20.55086073,18.01737371,25.59400684,21.9640261,12.87985022,14.85582795,15.75481498,15.07356583,25.92672029,16.34064883,21.13617614,15.67974184,18.07125858,19.25992164,19.05800027,18.03256464,19.10031624,15.44957625,14.84536973,19.74080401,20.25970803,17.92146093,16.62199034,16.7726086,18.07952645,18.747144,13.84352853,17.27866724,19.31008019,11.82972274,19.88911177,18.38784905,13.74188827,11.41996018,15.20991023,11.17990909,19.59331817,19.7240075,13.5980525,14.65508345,14.4252159,10.36632221,13.04473563,12.58871464,13.5863707,13.03273453,15.87026838,11.54109662,8.891783703,15.72067179,15.38194845,23.59832516,19.94592386,15.61252298,12.09011242,13.38532318,16.86060205,11.39874369,14.20609861,13.83368075,15.43175875,14.88226093,12.55554777
32,C32,21.54527062,21.84810809,23.1141392,26.16424373,9.971053233,22.59179103,25.09488951,22.69950008,18.63528127,24.25150361,26.96808899,15.35608813,20.66879777,22.28601213,24.3057445,19.37069531,18.51918867,26.57087056,20.28727641,21.80574292,22.27822978,29.2545525,24.55875675,25.00559987,23.97367637,26.62272125,15.623475,14.2854281,23.46704787,17.73509866,16.00243856,16.39603387,19.91989416,20.65670473,19.17751511,19.65817975,14.42284168,15.94299702,19.53899902,15.07316668,22.67991633,25.17200434,21.30857081,12.68544853,16.36340773,17.79520669,17.27303647,20.10148978,15.49035282,24.25728896,24.32048877,15.51967036,14.88420493,14.83815148,14.17716155,19.75703027,17.96242858,14.80077297,14.00869065,18.79493173,15.90306472,18.14756017,23.62152471,18.87252577,17.43178494,14.86837385,13.79677075,24.15380261,24.16438819,15.98018793,23.1160573,22.62775635,23.78051868,22.94474723,20.12276197,21.87920528,27.16600622,24.24590249,16.72776657,19.21935366,17.1345514,23.6979312,16.650664,23.09494366,15.01913675,24.07972038,14.55185243,19.9640091,15.84390342,24.77903959,21.74196255,13.01162601,13.67722668,15.69066673,15.44648953,23.34110791,18.23067359,21.16449448,18.12981376,17.40339886,19.69959819,17.63501448,18.16468162,20.70577698,16.68569469,12.47756065,19.69031933,18.60977991,18.17997479,16.34009971,17.91953798,15.87026838,16.51267874,12.06339508,17.5731146,23.16422933,10.51175265,21.53563989,20.51653107,12.00492268,13.0950673,16.56718368,14.94306421,21.24190869,20.5068809,13.48934624,15.10738056,16.35294,8.246570643,14.99258434,14.35121532,15.52037314,15.47990654,19.02648022,14.05324713,8.77148947,18.64526438,15.9199806,23.78954956,20.64526438,16.747144,15.72334097,13.31628153,19.19219648,10.8917837,16.58930003,14.68277518,17.40041251,16.544723,13.4252159
33,C33,22.37457507,22.09730096,23.79373269,27.48566607,18.72358758,21.89855584,23.30462232,21.16326684,20.79744768,22.1179432,25.93089773,19.36484277,20.00631127,21.71643347,21.43396325,18.84943396,18.55162483,25.73424949,21.11198499,21.2298667,21.6495265,28.76964388,21.3939988,23.22625292,19.75861844,25.11246829,18.16679073,15.30175368,20.90319641,18.69844637,18.36081422,18.02553295,20.44722987,20.27121496,19.45933267,19.44092927,19.31330111,20.30378427,22.88504261,13.70356579,20.45096531,24.02973524,20.73365065,17.07602842,19.39537664,19.59145908,21.54613147,20.76165169,18.94112841,22.60753173,22.97337273,14.22095642,18.85087716,14.75244353,16.43453283,19.19423082,15.75710954,16.14571312,16.7115003,21.73649952,17.97550292,19.15195346,23.13591325,18.39447762,22.41252015,18.10662993,14.34140413,24.03923241,22.40866783,18.60131635,23.6648347,23.26524006,24.0813534,29.22764287,20.35393206,22.10049349,28.10837946,22.96448864,20.76512189,21.52526964,20.53911451,23.16687445,17.25200793,24.14345799,19.5739739,30.07037986,19.54655264,21.36461249,20.67316295,26.36525508,21.81896305,19.10041306,17.78098816,15.21057718,15.13786577,24.09279398,17.14951223,24.82798847,15.68123678,18.67035776,19.73573871,18.14624046,17.88412789,20.11502539,15.53947454,19.13064573,19.93352151,21.54384966,19.1345716,16.90156619,17.69738827,20.48738472,21.04259988,14.70994538,19.77474846,19.23022688,13.82376528,19.61324271,18.8392284,12.93110683,14.52037314,16.78596325,13.35810171,18.77635592,19.52611712,13.41204051,15.68277518,15.5980525,11.63934071,14.60964047,14.75759836,14.4767462,13.9199806,17.54321311,12.83762793,9.152284842,19.05059267,16.93156857,23.85756799,20.2649923,16.08264804,14.02756048,15.00579996,17.96578428,9.712527,15.13169622,19.14320382,16.47357892,15.31274117,12.53138146
34,C34,21.64507802,22.06701288,23.22154679,25.67246248,18.05368542,22.07387348,22.76450799,21.34242678,18.22202168,23.30708915,27.08038066,19.34540823,20.41633389,22.09477938,22.72057635,18.77584202,19.25207202,26.47515933,21.07026279,21.43846392,21.22696958,28.12314528,21.7400863,24.48195997,23.32125703,25.20343529,15.22630894,13.54915581,21.85679975,17.56950967,15.79005646,15.94820902,20.01365163,20.95423794,18.58264552,19.1900137,16.83584462,17.38654842,19.90975424,14.19210081,20.9988221,24.22945299,21.45627865,12.64184128,17.87594505,15.91916392,17.22522888,20.05134362,17.31485131,22.65280897,23.31925717,14.54882353,14.95672645,15.27254586,15.27075754,19.5643849,17.56447584,16.38089568,14.33230388,18.79654217,14.41932542,18.39715702,22.65354586,12.53491024,18.48364674,17.70148526,14.05501382,24.28186848,23.25432655,15.61978502,23.50887961,23.04431054,22.36030477,25.61283615,20.12939445,21.88378085,27.27316692,23.09063674,21.52600864,17.79743374,17.37022165,23.41824903,17.06030811,23.56339145,14.42677014,26.54225613,15.78756163,20.11032755,15.90583718,24.91016328,21.53902927,12.60340617,14.28004584,14.54780874,14.72738597,22.67230161,18.09279564,21.95208555,18.55317214,18.23564109,20.22443739,16.12192645,17.57710299,20.95710491,17.16358782,13.97497014,19.71804937,18.18337787,17.09843161,16.51375518,16.28614293,17.03187348,16.44960006,12.4767462,17.12565562,21.24771431,10.24079133,20.63644053,18.5049431,11.81378119,12.78135971,16.77313921,12.48179943,20.17035543,19.74878249,12.85330956,14.88703017,13.98370619,8.114939184,13.0768156,12.43045255,14.98370619,12.52160044,15.50804233,11.38262403,6.549977143,16.57163415,14.68277518,24.05258397,20.82687119,16.6800298,13.4252159,13.79360331,16.9199806,8.851749041,15.0950673,15.46083981,15.47990654,14.26590801,11.72280753
35,C35,20.36044865,23.02900443,22.74021108,25.08023811,22.54702704,21.66744313,21.81716655,21.43516587,16.87242116,23.1538935,26.06969575,18.26115502,19.00902446,23.71117094,22.55187326,17.6062206,18.27468209,25.16206403,19.61376932,21.14212103,20.52346082,27.838428,21.60120204,22.66644354,21.57624733,24.56221195,10.24119871,13.62996245,20.54247884,17.78209533,15.71332953,16.30747749,18.43562883,20.86448344,21.42826768,19.01888079,20.32842712,15.45068189,19.08106034,8.82117666,19.99747095,23.34397166,21.15046117,12.70364051,21.44011114,17.50320907,17.80580242,21.87377013,20.59223317,20.88438217,22.2307044,12.98391818,14.03201063,14.39833105,18.94277987,19.0635039,13.33037737,15.5615,18.68285609,17.31199675,13.6152572,18.41530507,21.78821456,16.97310619,22.6147614,14.6461,13.97535608,23.88154822,21.0130147,13.5104,21.6672313,21.09397921,22.65410193,29.23680346,20.30102842,22.00896026,26.26112891,22.32976921,17.9702688,18.5591015,12.62478492,22.0873737,16.17044185,22.50614968,14.16132889,30.01789876,21.12637063,20.17061496,16.23618911,24.19597429,21.84060858,19.2472216,19.6085369,14.89408483,15.53715093,22.46008308,12.60570468,21.99800865,18.11166701,18.4702885,20.48171777,15.6072195,18.25833943,19.84824215,15.20115743,12.57542867,19.90384819,18.33231022,17.46988435,16.61429245,16.77545351,16.53412047,16.56569713,12.34706766,16.7986743,20.94592386,10.34429591,20.18253014,17.9881521,11.83762793,12.25856603,16.08472536,12.82177398,20.61862926,19.28771238,12.29059489,13.79360331,14.07848442,5.545191315,13.01715639,12.35259523,14.24376903,13.46403515,16.06802248,11.27029533,9.197216693,16.62399577,14.7679775,24.30312743,20.93156857,16.666224,12.31628153,13.78340754,17.76020015,9.906890596,15.37177664,13.83368075,16.19844504,15.19844504,12.39339046
36,C36,22.25655797,22.10612679,23.4879529,26.47918466,19.12375347,22.52522656,22.38427003,22.07599065,19.7495573,22.80348759,26.64824498,19.23923196,18.95168836,22.57442368,22.18079129,18.98890137,18.43454521,25.7790189,22.18292159,20.49984365,21.36641659,28.28336428,21.95606981,23.55344247,23.16974846,24.92937252,17.05658932,14.65181892,22.21158351,17.95895494,17.63476235,17.36728503,19.24253044,20.83220196,21.58143313,19.8702934,20.41648533,18.02522571,20.68202472,19.58511314,20.781547,23.16995619,21.00108655,14.62896308,21.26065991,19.00348006,17.91848035,21.75756087,20.44367948,21.59945299,23.29718533,14.4949293,16.34638737,15.40016609,18.36267993,19.23381594,18.34615959,15.43791939,17.99845161,19.78001789,14.60139186,18.08178943,22.73624329,18.24994578,23.10318952,17.77476788,14.66662528,23.15181971,22.23729458,15.15018309,21.40979574,21.20405612,23.56248248,29.12498189,19.97972053,21.69555381,27.09340332,22.45571102,19.15594975,17.87289145,16.78584684,22.46045705,16.71965191,23.07411509,15.33525249,29.91405979,18.06642345,20.63792548,17.61723197,25.04295741,21.76332227,19.79657361,18.78416811,15.69471675,16.24872783,24.23451417,17.67054504,23.04917799,18.01789602,19.50393612,19.92133276,17.14848393,18.74923813,20.20442409,15.5643064,13.47625751,19.95851645,19.24197172,18.40015558,17.62728427,17.34717018,17.78596325,18.29221377,14.29490788,18.32333629,22.77354169,13.34429591,21.77152816,18.85452753,12.4278366,12.82972274,16.4560335,13.53867395,21.21252488,21.11426087,14.00140819,14.48934624,15.4252159,10.65284497,13.72067179,13.76279726,15.90359945,14.68825031,16.14768193,13.68825031,10.32192809,17.65228481,15.56866869,25.06085159,21.10789134,16.9881521,13.72067179,14.666224,17.49716575,11.95492329,15.02756048,15.91064273,16.836149,16.18495281,13.33035672
37,C37,21.02830731,22.05389209,23.28313103,26.87910378,19.80530487,22.67099703,22.79570486,22.48107748,19.25379107,22.88057864,26.39575298,21.12688811,19.70211218,24.38834646,22.02337609,18.31048357,19.09478616,25.42479571,21.4509615,21.05390424,21.15518777,28.07882902,21.75550894,23.4162244,20.45957909,25.13181334,16.08994315,14.95658333,21.14490832,18.70411226,16.78203646,17.80646253,18.85988964,21.29557859,21.46414521,18.7935819,20.30371769,18.45359465,20.62883949,14.12459018,20.82614461,23.78638607,20.81490551,13.75823821,20.64137278,18.1296731,18.43996359,22.03865826,20.2406266,19.53548624,22.88310876,15.70479281,15.55142248,14.45801729,18.16928172,18.95742663,17.45459598,17.91996464,18.3413488,19.4930785,14.74962827,17.39780443,23.25248714,17.77996919,23.08507197,18.31122275,14.74007141,24.39499731,22.03248804,15.31206634,21.86076135,21.39973589,22.69867381,29.48092146,18.79634317,20.47063132,26.66167445,22.53326387,20.64686212,17.46666573,15.83192198,22.42017252,15.40648829,22.24631135,15.53815876,30.19834074,17.48189774,20.55315383,17.2046441,24.56749999,20.55967968,21.3359656,19.47993073,15.98134264,16.36460926,23.6125738,13.98076699,23.57413218,18.37037854,18.11876481,19.9556488,16.50213738,19.12248533,19.4138915,15.68397154,19.79294587,16.71835046,19.33509748,10.94996324,17.29081582,16.58884937,17.48934624,17.02106672,13.48934624,17.18495281,22.37252077,11.78953364,19.86514121,18.53563989,11.00140819,11.94397991,15.72334097,12.78135971,20.31008019,19.46163931,13.04984855,13.8917837,14.30919211,10.09011242,13.25266543,12.83565569,14.52649924,13.11471839,16.38700758,12.18611424,9.041659152,17.26040503,14.16741815,25.29263506,21.64085921,17.60240891,13.38532318,14.29490788,17.95446897,8.435363646,14.63820963,16.89652162,16.12565562,15.19844504,12.27612441
